id, Blood_Bank_Name, State, District, City,Pincode, Mobile, Email,Name, Qualification , Category, Blood_Component_Available, Apheresis, Service_Time, Date_License_Obtained, Latitude, Longitude
650,Sonipat Blood Bank,Haryana,SONIPAT,Sonipat,131001,"09254300938, 09996010025, 09416600114     ",sonipatbloodbank@gmail.com,Dr. Rampal,NULL,Charity,NO,NO,24X7,14-09-2012,28.991527,77.034557
651,Bhagat Phool Singh Government Medical College for Women Blood Bank,Haryana,SONIPAT,Sonipat,131305,8607010701,drvermasanjay04@gmail.com,Dr. Sanjay Verma,MD (Pathology),Government,YES,YES,24X7,02-01-2014,29.149774,76.808336
652,Shree MAA Blood Bank,Haryana,YAMUnanaGAR,Jagadhri,135003,9416316102,shrimaabloodbank@gmail.com,Dr Rajvir Singh Panghal,NULL,Private,YES,NO,24X7,27-10-2003,30.147696,77.304339
653,MLGH Trauma Centre Yamuna nagar Blood Bank ,Haryana,YAMUnanaGAR,Yamunanagar,135001,9466359077,bloodbanktcynr@gmail.com,Dr. Nisha Gurawa,MD (Pathology),Government,YES,NO,24X7,30-04-2013,30.1442,77.303543
654,Bilaspur Regional Hospital Blood bank,Himachal Pradesh,BILASPUR,Bilaspur,174001,9816028926,ltranjeet926@gmail.com,"Dr. ReeNULL Sharma	",MD (Dermatology),Government,NO,NO,24X7,"12-12-1996	",31.335735,76.765248
655,Chamba Regional Hospital Blood Bank ,Himachal Pradesh,CHAMBA,Chamba,176310,9418069485,NULL,"Dr. Subhash Chauhan	",MBBS,Government,NO,NO,24X7,"04-03-1997	",32.558834,76.12246
656,Bhota Charitable Hospital Blood Bank,Himachal Pradesh,HAMIRPUR,Bhota,176041,9418497878,bhota@mjsmrs.net ,"Dr. NULLveen Chander	",MBBS,Charity,NO,NO,24*7,"27-07-2004	",31.609374,76.569182
657,Hamirpur Regional Hospital Blood bank,Himachal Pradesh,HAMIRPUR,Hamirpur,177001,9418096596,bbohomirpurhp@gmail.com,"Dr. Parveen Sharma		",MBBS,Government,NO,NO,NULL,"10-03-1993	",31.679905,76.527416
658, Dharamshala Zonal Hospital Blood Bank,Himachal Pradesh,KANGRA,Dharamshala,176215,9418137766,bbankzhdshala215@gmail.com,"Dr. Anju Puri	",MBBS,Government,NO,NO,24X7,"01-01-1999	",32.2129086,76.3194044
659,Dr Rajendra Prasad Government Medical College (RPGMC) Blood Bank Tanda,Himachal Pradesh,KANGRA,Kangra,176001,8988159250,tncbbank@gmail.com,Dr. Bal Chander,MD (Pathology),Government,YES,NO,24X7,01-12-2007,32.0982738,76.3007658
660,"Military Hospital,Yol Cant, Kangra",Himachal Pradesh,KANGRA,Kangra,176052,9882435845,NULL,Major .P Guleria ,MD (Pathology),Government,NO,NO,24X7,NULL,0,0
661,Civil Hospital Blood Bank Palampur,Himachal Pradesh,KANGRA,Palampur,176061,9418462877,bloodbankplp@gmail.com,Dr. Anil Manhas,NULL,Government,NO,NO,24X7,"01-01-2004	",32.107726,76.534876
662,Reckong Peo Regional Hospital Blood Bank ,Himachal Pradesh,KINnaUR,Reckong Peo,172107,NULL,bbrhpeo@gmail.com,Dr. Bhartendu NULLgesh,MBBS,Government,NO,NO,24*7,10-11-2015,31.539316,78.267034
663,Kullu Regional Hospital Blood Bank ,Himachal Pradesh,KULLU,Dhapur,175101,01902 224778,lackullu@gmail.com,"Dr. Rakesh Kumar Thakur	",MBBS,Government,NO,NO,24X7,04-08-1997,31.956462,77.111661
664,Netaji Subhash Chander Bose Zonal Hospital Blood Bank,Himachal Pradesh,MANDI,Mandi,175001,9418316416,aripooja.ar@gmail.com,Dr Arindom Roy,MD (Pathology),Government,YES,NO,24X7,"04-03-1997	",31.711561,76.927209
665,Rohru Civil Hospital Blood Bank ,Himachal Pradesh,SHIMLA,Rohru,171207,"09418084314	",smorohru@gmail.com,Dr. Sunil Sharma,NULL,Government,NO,NO,24X7,"27-11-2006	",31.201285,77.752272
666,Indira Gandhi Medical College Blood Bank Shimla,Himachal Pradesh,SHIMLA,Shimla,171001,9418091908,bbigmc@gmail.com,"Dr. M. L. Kaushal		",MD (Microbiology),Government,YES,NO,24X7,1976 as BCSU-2003,31.1071605,77.1831203
667,Deen Dayal Updhayay Hospital Blood Bank,Himachal Pradesh,SHIMLA,Shimla,171001,9418462397,NULL,Dr. Rajnish Sood,MD (Microbiology),Government,NO,NO,9:30 am to 8pm,"9/10/84-20/10/82	",31.103536,77.17218
668,Kamla Nehru Hospital Blood Bank,Himachal Pradesh,SHIMLA,Shimla,171001,9418173271,bbknhsml@gmail.com,"Dr. Gagandeep Dhilon	",MBBS,Government,NO,NO,24X7,"2006	",31.096648,77.175267
669,Mahatma Gandhi Medical Services Blood Bank Rampur,Himachal Pradesh,SHIMLA,Shimla,172001,9418470772,padam0108ps@gmail.com,Dr Padam Dev Sharma,MBBS,Government,NO,NO,24X7,"09-09-2004	",31.4470213,77.6294213
670,nahan Regional Hospital Blood Bank ,Himachal Pradesh,SIRMAUR,nahan,173001,9418087764,NULL,"Dr. ViNULLy Kumar	",MBBS,Government,NO,NO,24X7,"15-01-1996	",30.559933,77.295483
671,Malhotra Super Speciality Hospital Blood Bank ,Himachal Pradesh,SOLAN,Baddi,173205,9816020120,drmukeshmalhotra@gmail.com,Dr. Jagtar Singh Devgun,MBBS,Private,YES,NO,24*7,NULL,30.9491629,76.8319738
672,Maharishi Markendeshwar Medical College and Hospital Blood Bank,Himachal Pradesh,SOLAN,Lado,173229,NULL,msoffice@mmusolan.org,Dr. M.L Gupta,NULL,Charity,YES,NO,24X7,"10-12-2012	",30.8713445,77.0863049
673, Solan Regional Hospital Blood Bank,Himachal Pradesh,SOLAN,Solan,173212,9418483517,safebloodrhs@gmail.com,Dr. Bhagwan Dass Negi,MBBS,Government,NO,NO,24X7,"30-12-1996	",30.90738,77.107075
674,Una Regional Hospital Blood Bank ,Himachal Pradesh,Una,Una,174303,9805411234,bloodbankuNULL2@gmail.com,"Dr. Anita Sharma 		",MD (Pathology),Government,NO,NO,24X7,"01-01-1999	",31.4785791,76.2741605
675,MMAB memorial District Hospital  Blood Bank Anantnag,Jammu and Kashmir,AnaNTnaG,Anantnag,192101,01923 222170,NULL,Dr. Farhat mustafa,NULL,Government,NO,NO,24X7,27-06-2005,33.7253569,75.153155
676,Baramulla District Hospital Blood Bank,Jammu and Kashmir,BARAMULLA,Baramulla,193101,9797218141,bbankdhbla@gmail.com,Dr Riyaz Ahmed War,MBBS,Government,NO,NO,24*7,NULL,34.2031312,74.3654033
677,Chodana Sub-District Hospital Blood Bank,Jammu and Kashmir,Budgam, Budgam ,191113,9596301711,NULL,Bashir Ahmed Rather,NULL,Government,NO,NO,24*7,"04-05-2011	",33.9429341,74.7993502
678,Budgam District Hospital Blood Bank ,Jammu and Kashmir,Budgam,Budgam ,191111,9419035800,medsupdhb@gmail.com,Dr. Furqan Iqbal bhat,MBBS ,Government,NO,NO,24*7,"November - 2006	",34.020827,74.719824
679,Doda District Hospital Blood Bank ,Jammu and Kashmir,DODA,Doda,182202,9419168144,NULL,Dr. ANULLyat lone,MD (Pathology),Government,NO,NO,24X7,31-12-2006,33.144377,75.543698
680,District Hospital Blood Bank Ganderbal ,Jammu and Kashmir,GANDERBAL,Ganderbal,191201,NULL,NULL,NULL,NULL,Government,NULL,NULL,NULL,NULL,34.1944531,74.652155
681,Government Hospital Blood Bank Gandhi nagar,Jammu and Kashmir,JAMMU, Jammu ,180001,9419187114,NULL,Mr. U. K. Padha,Lab Technician ,Government,NO,YES,24X7,28-09-2014,32.705277,74.859974
682,Government Medical College and Hospital Blood Bank,Jammu and Kashmir,JAMMU,Jammu ,180001,9419184710,sawhney.461@rediffmail.com,Dr. Vijay Sawhney,"MBBS, DCP, MD",Government,NO,YES,24X7,26-12-1996,32.736061,74.853998
683,Sri Maharaja Gulab Singh (SMGS) Hospital Blood Bank,Jammu and Kashmir,JAMMU,Jammu ,180001,NULL,NULL,"Dr. MeeNULL Sidhu  	","MBBS, MD (Pathology)",Government,YES,NO,24X7,"26-12-1996	",32.733578,74.862023
684,Bee Enn General Hospital Blood Bank,Jammu and Kashmir,JAMMU,Jammu ,180002,NULL,bngh@beengroup.com,Dr. K.K KhanNULL,NULL,Charity,NULL,NULL,24X7,NULL,32.7297174,74.8411347
685,Sainik Asptal Blood Bank Satwari,Jammu and Kashmir,JAMMU,Satwari,180003,NULL,NULL,"Dr. Sharad Bhalla	"," MBBS, MD (Microbiology) ",Government,NO,NO,N/A,26-12-1996,0,0
686,Acharya Shri Chander College of Medical Sciences and Hospital Blood Bank,Jammu and Kashmir,JAMMU,Sidhara,180017,NULL,NULL,Dr. Mrs. Kumkum Sharma,NULL,Charity,YES,NULL,NULL,NULL,32.760493,74.898955
687,Kargil District Hospital (Kargil Ladakh Kashmir Division) Blood Bank ,Jammu and Kashmir,KARGIL,Kargil ,194103,9419888523,NULL,Dr. Mohamad Ali,"MBBS, Diploma in Pathology ",Government,NO,NO,24*7,"21-03-2006	",34.559251,76.124874
688,Kathua District Hospital Blood Bank ,Jammu and Kashmir,KATHUA,Kathua ,184102,9419176206,NULL,Dr. Uttra Samnyal,"MBBS, PG (Transfusion Medicine)",Government,NO,NO,N/A,23-03-1999,32.390815,75.5252
689,Kishtwar District Hospital Blood Bank  ,Jammu and Kashmir,KISHTWAR,Kishtwar ,182204,9018497123,bloodbankkishtwar@gmail.com,Dr. Khanchan,"MBBS, DCP",Government,NO,NO,24X7,18-05-2005,33.3139274,75.7681239
690,Kulgam District Hospital Blood Bank ,Jammu and Kashmir,KULGAM,Kulgam ,192231,9622749024,NULL,Dr. Ashaq Hussian,MBBS,Government,NO,NO,24*7,06-02-2012,33.645305,75.026719
691,Handwara District Hospital Blood Bank,Jammu and Kashmir,KUPWARA,Handwara,193221,9622221424,d.r.randwara@gmail.com,Dr. Aijaz Ahmad Bhat,NULL,Government,NO,NO,24*7,NULL,34.396437,74.284765
692,General Hospital Blood Bank,Jammu and Kashmir,LEH LADAKH,Leh,194101,"09906982587, 094191235102",NULL,NULL,NULL,Government,NULL,NULL,N/A,NULL,0,0
693,SNM Hospital Blood Bank,Jammu and Kashmir,LEH LADAKH,Leh ,194101,9622181045,NULL,Dr. SoNULLm Angmo,MD (Pathology),Government,NO,NO,24X7,14-01-2011,34.153795,77.580209
694,Raja Sukhdev Singh District Hospital Poonch,Jammu and Kashmir,POONCH,Haveli,185101,"94,19,60,18,23,09,41,90,00,000",zabas63@gmail.com,Dr. Eshart Hussian,NULL,Government,NO,NO,24X7,18-08-2009,33.772293,74.098062
695,Pulwama District Hospital Blood Bank ,Jammu and Kashmir,PULWAMA,Pulwama,192301,"09419757644, 09419070964",bbdhpulwama@gmail.com,Dr. Mir Khursheed,"MBBS, Fellowship in Transfusion Medicine ",Government,NO,NO,24*7,"27-06-05 renewd in 2012upto 2015 	",33.878861,74.900779
696,General Hospital Blood Bank (Army),Jammu and Kashmir,RAJOURI, Rajouri ,185131,9596711669,NULL,"Major  Dr. Abhishek Rai 	","MBBS, MD (Pathology) ",Government,NO,NO,24X7,02-12-1998,0,0
697,Rajouri District Hospital Blood Bank ,Jammu and Kashmir,RAJOURI,Rajouri,185131,9419267266,NULL,Dr. Zulfikar Ahemd,NULL,Government,NO,YES,24X7,"28-02-2005	",33.3880811,74.316008
698,Ramban District Hospital Blood Bank ,Jammu and Kashmir,RAMBAN,Ramban,182144,9419211432,NULL,Dr. Parvez Ahmed Katoch,NULL,Government,NO,NO,24X7,NULL,33.2420569,75.2392611
699,District Hospital Blood Bank Sambha ,Jammu and Kashmir,SAMBA,Samba,184121,NULL,NULL,NULL,NULL,Government,NULL,NULL,NULL,NULL,32.560515,75.120911
700,District Hospital Blood Bank Shopian ,Jammu and Kashmir,SHOPIAN,Shopian,192303,9906691206,NULL,NULL,NULL,Government,NULL,NULL,24X7,NULL,33.7200624,74.8338034
701,Shri Maharaja Hari Singh (SMHS) Hospital Blood Bank,Jammu and Kashmir,SRInaGAR, Srinagar ,190010,9419466823,bloodbanksmhshospitalsgr@gmail.com,Dr. Shazia Handoo,MD (Pathology),Government,YES,YES,24X7,NULL,34.0862001,74.7977402
702,92 Base Hospital Blood Bank,Jammu and Kashmir,SRInaGAR, Srinagar            ,190004,9419025840,yes,Dr. N. PathaK,"MBBS, MD (Pathology)",Government,NO,NO,24X7,"21-09-2012	",34.06591,74.856181
703,Sher-I-Kashmir Institute of Medical Sciences (SKIMS) Blood bank,Jammu and Kashmir,SRInaGAR,Srinagar ,190011,9419081023,bloodtransfusion@skims.in,Dr. Fahmida Akhter,NULL,Government,YES,YES,24X7,01-01-2012,34.136677,74.800264
704, Government Lal Ded Hospital Blood Bank,Jammu and Kashmir,SRInaGAR,Srinagar            ,190001,9797937999,NULL,"Dr. Javaid Iqbal khan 	 ","MD (Medicine), Trained Haematologist & Transfusion Specialist AIIMS  Delhi",Government,YES,NO,24X7,"27-07-2005	",34.0667492,74.8081809
705,Government Bone and Joint Surgery Hospital Blood Bank,Jammu and Kashmir,SRInaGAR,Srinagar ,190005,9419720762,NULL,Dr.Mehmooda saif,MBBS,Government,NO,NO,24X7,30-12-2011,34.0481,74.80522
706,Jawahar Lal Nehru Memorial Hospital Blood Bank,Jammu and Kashmir,SRInaGAR,Srinagar ,190003,NULL,NULL,Dr. Afaq Ahmad Khan,MD (Haematology & Transfusion Medicine),Government,NO,NO,24X7,NULL,34.097759,74.821651
707,Command Hospital Blood Bank ,Jammu and Kashmir,UDHAMPUR,Udampur ,182101,NULL,NULL,NULL,NULL,Government,NULL,NULL,24X7,NULL,32.930786,75.135348
708,Udhampur District Hospital Blood Bank ,Jammu and Kashmir,UDHAMPUR,Udhampur,182101,9419222969,msudh1@rediffmail.com,Dr. Shaveta Sharma,MBBS,Government,NO,NO,24X7,"01-01-2008	",32.919922,75.132831
709,Indian Red Cross Society Blood Bank Bokaro,Jharkhand,BOKARO,Bokaro,827001,9431321798,bbircsbokaro@gmail.com,Dr. U Mohanty,MD,Charity,NO,NO,9:00 AM to 6:00PM,09-02-2009,23.644138,86.151112
710,Bokaro General Hospital Blood Bank,Jharkhand,BOKARO,Bokaro,827004,8986872991,bloodbankbgh@gmail.com,Dr Shrawan Kumar,MD,Government,YES,NO,NULL,14-02-1995,23.675112,86.145632
711,K.M. Memorial Hospital & Research Center Blood Bank,Jharkhand,BOKARO,Bokaro,827013,9234303421,kmmbloodbank@gmail.com,Dr. Vikas Panday,MD,Private,NO,NO,24X7,17-02-2004,23.633257,86.173506
712,Deoghar Sadar Hospital Campus Blood Bank ,Jharkhand,DEOGHAR,Deogarh,814112,9234870137,bloodbanddeoghar@gmail.com,Dr Manoj Kumar Gupta,MBBS,Government,NO,NO,24X7,07-05-2004,24.491027,86.693996
713,Patliputra Medical college and Hospital (PMCH) Blood Bank Dhanbad,Jharkhand,DHANBAD,Dhanbad,826005,9431188793,bloodbankpmch@gmail.com,DR.B.C.Banerjee,MD,Government,NO,NO,24X7,24-07-2012,23.7976877,86.4356088
714,Central Hospital Blood Bank BCCL Dhanbad,Jharkhand,DHANBAD,Dhanbad,826003,9470595653,NULL,D. K. Jha ,MD,Private,NO,NO,24X7,31-12-1990,23.8057146,86.4509654
715,S. N. Chakraborty Memorial Chakraborty Nursing Home Blood Bank,Jharkhand,DHANBAD,Dhanbad,828106,9939900855,ranjansnh6@gmail.com,Dr. C.S. Suman,"MBBS, DCP",Private,NO,NO,24X7,29-01-2010,0,0
716,Dwarka Das Jalan Memorial Hospital Bartand Blood Bank ,Jharkhand,DHANBAD,Dhanbad,826001,9204061081,jalanbloodbank@gmail.com,Dr. KrishNULL Mohan Sahai,"MBBS, DOP",Private,NO,NO,24X7,20-12-2011,23.806393,86.43059
717,Dumka Sadar Hospital Blood Bank ,Jharkhand,DUMKA,Dumka,814101,9341190075,bloodbankdumka@gmail.com,Dr. Debashish Rakchit,MBBS,Government,NO,NO,24X7,13-05-2013,24.267264,87.251613
718,MGM Medical College Hospital Campus Blood Bank Jamshedpur,Jharkhand,EAST SINGHBHUM,Jamshedpur,831001,9431459163,bloodbankmgm@rediffmail.com,Dr. V. B. K. Choudhary,MD (Pathology),Government,NO,NO,24X7,05-10-2010,22.811699,86.210334
719,Jamshedpur Blood Bank ,Jharkhand,EAST SINGHBHUM,Jamshedpur,831001,9431346147,jbbjsr@gmail.com,Dr Lav Bahadur Singh,MBBS,Charity,YES,NO,24X7, 01.12.1987,22.804227,86.181256
720,Garhwa Sadar Hospital Campus Blood Bank ,Jharkhand,GARHWA,Garhwa,822114,9955469085,bloodbankgarhwa@yahoo.in,Dr. Ram Vinod Kumar,MD (Pathologist),Government,NO,NO,24X7,13-07-2008,24.158163,83.802052
721,Giridih Sadar Hospital Blood Bank ,Jharkhand,GIRIDIH,Giridh,815301,9331743396,bloodbankgrd@gmail.com,Dr. Sunil kumar Singh,MBBS,Government,NO,NO,24X7,16-12-1996,24.1879903,86.3064543
722,Gumla Sadar Hospital Blood Bank ,Jharkhand,GUMLA,Gumla,835207,9534032306,bloodbankgumla@gmail.com,Dr. ANULLnd Kishore Oraon,MD (Pathologist),Government,NO,NO,24X7,12-10-2007,23.0346771,84.5383358
723,Hazaribag Sadar Hospital Blood Bank ,Jharkhand,HAZARIBAGH,Hazaribagh,825301,"08092769023, 08969231140",r.khairihzb@gmail.com,Dr. K.P Singhi,MBBS,Government,NO,NO,24X7,16-10-2003,23.997502,85.3564179
724,TISCO West Bokaro Hospital Blood Bank ,Jharkhand,HAZARIBAGH,Hazaribagh,825314,9204069482,sindhubaksi@gmail.com,Dr. S. S. Bakshi,MD (Pathology),Private,NO,NO,24X7,23-08-2003,0,0
725,Koderma Sadar Hospital Blood Bank ,Jharkhand,KODERMA,Koderma,825410,9334516895,zafar.kod@gmail.com,Dr. H. K. Sharma,MBBS,Government,NO,NO,24X7,14-07-2012,24.188289,86.306465
726,Latehar Sadhar Hospital Blood Bank,Jharkhand,LATEHAR,Latehar,829206,9835589186,bloodbanklatehar@gmail.com,Dr Jamiluddin Ahmad,MBBS,Government,NO,NULL,24*7,28-03-2006,23.7432844,84.5059776
727,Lohardaga Sadar Hospital Blood Bank ,Jharkhand,LOHARDAGA,Lohardaga,835302,9334484971,curewell@gmail.com,Dr. A. K. Arya,MD,Government,NO,NO,24X7,02-12-2007,23.441722,84.685316
728,Pakur Sadar Hospital Blood Bank ,Jharkhand,PAKUR,na,NULL,9934347811,cs.pakur@gmail.com,NULL,NULL,Government,NO,NULL,24*7,13-05-2013,24.6476852,87.7862334
729,Palamu Sadar Hospital Blood Bank ,Jharkhand,PALAMU,Daltonganj,822101,9431787476,bloodbankpalamau@gmail.com,Dr. jayant Lakra,MD (Pathologist),Government,NO,NO,24X7,10-01-2005,24.047051,84.060447
730,CCL Hospital Blood Bank Ramgarh,Jharkhand,RAMGARH,Ramgarh,829122,9431792122,krarvind_dr@yahoo.co.in,Dr. Arvind Thakur,MD (Pathology),Government,NO,NO,24X7,31-12-2012,23.6484192,85.5093472
731,Military Hospital Blood Bank Ramgarh,Jharkhand,RAMGARH,Ramgarh,829122,06553 225055,NULL,Dr. Kanwaljeet Singh,MD (Pathologist),Private,NO,NO,24X7,28-01-2000,0,0
732,Apurva Blood Bank Ramgarh,Jharkhand,RAMGARH,Ramgarh,829122,9304842607,NULL,Dr. Suresh Prasad,MD (Pathologist),Private,NO,NO,24X7,14-06-2012,0,0
733,"Heavy Engineering Corporation, Plant Hospital Blood Bank",Jharkhand,RANCHI,Ranchi,834004,9835539866,cmo@heclltd.com,Dr. (Mrs.) Anulekha Mukherjee ,"MD, DCP",Government,NO,NO,24X7,12-08-1997,23.313367,85.277743
734,"Rajendra Institute of Medical Science (RIMS) Blood Bank, Bariyatu",Jharkhand,RANCHI,Ranchi,834009,9470516651,bldbnkrims@gmail.com,Dr. R.K Shrivastava,MD (Pathologist),Government,YES,YES,24X7,28-03-2006,23.388964,85.349138
735,CCL Hospital Blood Bank Ranchi,Jharkhand,RANCHI,Ranchi,834008,9934386375,kdas401@gmail.com,Dr KrishNULL Kant Das,MD (Pathologist),Government,NO,NO,24X7,05-12-1986,23.408788,85.321355
736,Indian Red Cross Society (IRCS) Blood Bank Morabadi,Jharkhand,RANCHI,Ranchi,834008,9431352561,redcrosssocietyranchi@gmail.com,Dr A.K. Agrawal,MBBS,Charity,NULL,NO,24X7,09-10-1997,23.3882502,85.3281205
737,Abdur Razzaque Memorial Weavers Hospital (ARAM) Blood Bank ,Jharkhand,RANCHI,Ranchi,835217,9234303420,jh.bb.medantarnc@gmail.com,Dr. Manju Agarwal,MD (Pathologist),Private,YES,NO,24X7,14-05-2010,23.4507571,85.4370738
738,nagarmal Modi Seva Sadan Hospital Blood Bank,Jharkhand,RANCHI,Ranchi,834001,"09234684880, 09204759876",NULL,Dr. S.K. singh,MD,Private,NULL,NO,24X7,20-11-2002,23.371161,85.317141
739,Rinchi Trust Hospital Blood Bank,Jharkhand,RANCHI,Ranchi,835303,9534084500,nirajkkmr@gmail.com,Dr. Soni Praveen Tripathi,"MBBS, DCP",Charity,YES,NO,24X7,17-08-2009,23.3451234,85.1106008
740,Devkamal Hospital and Research Centre Blood Bank,Jharkhand,RANCHI,Ranchi,834005,9204055638,devkamalhospicare@gmail.com,Dr. Anirban Roy,MBBS,Private,NO,NO,24X7,20-12-2011,23.3691335,85.2204851
741,Gurunanak Hospital and Research Centre Blood Bank ,Jharkhand,RANCHI,Ranchi,834001,9031091565,gnhrebloodbank@gmail.com,Dr. Ramayan Singh,MD,Private,NO,NO,24X7,04-10-2007,23.349938,85.330008
742,Sainik Hospital Blood Bank namkum,Jharkhand,RANCHI,Ranchi,834010,NULL,NULL,Major Dr. Sudhir Dubey,MD (Micro),Private,NULL,NO,24X7,23-12-1997,23.3496021,85.3796172
743,Birsa Blood Bank Bariyatu,Jharkhand,RANCHI,Ranchi,834009,9431767302,birsabloodbankbariaturanchi@gmail.com,Dr. Jitendra Kumar,MBBS,Private,NO,NO,24X7,22-07-1989,0,0
744,Jharkhand Blood Bank Bariatu ,Jharkhand,RANCHI,Ranchi,834009,"09334439995, 09973161687",jharkhandbloodbank2004@gmail.com,Dr. Rajkumar Chaudhary,MD (Pathology),Private,NO,NO,24X7,17-01-2004,23.395757,85.351652
745,Archi Blood Bank Jharkhand ,Jharkhand,RANCHI,Ranchi,834009,9304842607,NULL,Dr. Awadhesh Kumar Singh,MBBS,Private,NO,NO,24X7,29-03-2007,23.38949,85.346526
746,Sahebganj Sadar Hospital Blood Bank ,Jharkhand,SAHEBGANJ,Sahebganj,816109,9931204554,bloodbanksbg@gmail.com,Dr. MD Alimuddin Ansari,MBBS,Government,NO,NO,24X7,28-11-2010,25.235841,87.634215
747,Simdega Sadar Hospital Blood Bank ,Jharkhand,SIMDEGA,Simdega,825223,9905101190,bloodbanksimdega@gmail.com,Dr. Prabhu Sahay Linda,MD (Pathologist),Government,NO,NO,24X7,27-08-2008,22.6149779,84.5028825
748,Chaibasa Sadar Hospital Blood Bank ,Jharkhand,WEST SINGHBHUM,Chaibasa,833201,9279221139,bbchaibasa@gmail.com,Dr. Braj Kishor Pandey,MD (Pathologist),Government,NO,NO,24X7,17-05-2003,22.5505168,85.8054811
749,Kiriburu Meghahatuburu General Hospital Blood Bank,Jharkhand,WEST SINGHBHUM,KIRIBURU,833222,8986881168,jh.bb.sailkiriburu@gmail.com,Dr. MunNULL Kumar,MBBS WITH ONE YEAR TRAINING IN TRANSFUSION MEDICINE,Government,NO,NO,24X7,31-12-1999,22.104554,85.291571
750,TATA (TISCO) Hospital Blood bank,Jharkhand,WEST SINGHBHUM,Noamundi,833217,9204060263,NULL,Dr. SudakshiNULL Sharma,MBBS,Private,NO,NO,24X7,10-06-1998,22.145873,85.494402
751,Bagalkot Blood Bank,Karnataka,BAGALKOT,Bagalkot,587101,9448939708,NULL,Dr. Manika Alexander,Medical officer,Private,NO,NO,24X7,17-05-2001,16.186132,75.70653
752,B. V. V. Sanghas HSK Hospital Blood Bank,Karnataka,BAGALKOT,Bagalkot,587102,9448939768,NULL,Dr. V. S. Malipatil,Medical Officer,Private,YES,YES,24X7,27-07-2004,16.165075,75.675072
753,District Hospital Blood Bank Bagalkot,Karnataka,BAGALKOT,Bagalkot,587101,9448037225,NULL,Dr. N.S . BekiNULLl,Medical officer,Government,NO,NO,24X7,12-06-2007,16.165011,75.660812
754,M/s. Vijay Mahant Blood Bank,Karnataka,BAGALKOT,Ilkal,587125,9448293298,vijayamahantbloodbank@gmail.com ,Dr. Mahalingappa. B. G.,Pathologist,Private,YES,NO,24X7,12/23/2015,0,0
755,Mounesh Hospital&#39;s The Jhamkandi Blood Bank,Karnataka,BAGALKOT,Jamkhandi,587101,9448405435,NULL,Dr. Abhay Suresh Watwe,Medical officer,Private,NO,NO,24X7,12-06-2007,0,0
756,Ramanagoudar Hospital Blood Bank,Karnataka,BAGALKOT,Mudhol,587313,9448987785,NULL,Dr. Usha C. Basaraddi,Medical officer,Private,NO,NO,24X7,03-06-2013,15.364709,75.123955
757,M/s. Sai Aadhar Hospital Blood Bank,Karnataka,BAGALKOT,Mudhol,587313,9880723163,saiaadhar2010@gmail.com,Dr. Savitha Shetter,Pathologist,Private,NO,NO,24X7,17-07-2015,16.325218,75.289397
758,K.L.E.Society & Medical Research Centre Blood Bank,Karnataka,Belgaum,Belgaum,590010,9448273131,NULL,Dr. Raghavenra,Medical Officer,Private,YES,NO,24X7,14-02-1997,15.887919,74.519593
759,Belgaum Blood Bank and Diagnostic Laboratory,Karnataka,Belgaum,Belgaum,590001,94481610492,NULL,Dr. Vijaykumar Telsang,Medical officer,Private,NO,NO,24X7,01.01.1996,15.860356,74.512478
760,District Hospital Blood Bank,Karnataka,Belgaum,Belgaum,590001,9448989739,NULL,Dr. Amit,Medical officer,Government,YES,NO,24X7,22-03-1997,15.86908,74.510438
